12/10/2021-14:13:09.297185  [**] [1:2101620:7] GPL POLICY TRAFFIC Non-Standard IP protocol [**] [Classification: Detection of a non-standard protocol or event] [Priority: 2] {IPv6-ICMP} 2001:0002:0000:0000:0000:0000:0000:0020:135 -> ff02:0000:0000:0000:0000:0001:ff00:0001:0
12/10/2021-14:26:05.127614  [**] [1:2001218:11] ET WEB_SPECIFIC_APPS PHPNuke general XSS attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:54772 -> 10.0.2.20:80
12/10/2021-14:26:05.127614  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:54772 -> 10.0.2.20:80
12/10/2021-14:28:00.369788  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55380 -> 10.0.2.20:80
12/10/2021-14:28:00.369788  [**] [1:2019526:5] ET WEB_SERVER WEB-PHP phpinfo access [**] [Classification: Information Leak] [Priority: 2] {TCP} 10.0.0.20:55380 -> 10.0.2.20:80
12/10/2021-14:26:05.929836  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:54776 -> 10.0.2.20:80
12/10/2021-14:26:16.761974  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:54834 -> 10.0.2.20:80
12/10/2021-14:28:08.397381  [**] [1:2003738:6] ET WEB_SPECIFIC_APPS Beacon Remote Inclusion Attempt -- splash.lang.php languagePath [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55420 -> 10.0.2.20:80
12/10/2021-14:28:14.024608  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:55452 -> 10.0.2.20:80
12/10/2021-14:28:14.024608  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55452 -> 10.0.2.20:80
12/10/2021-14:28:14.826888  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55456 -> 10.0.2.20:80
12/10/2021-14:26:28.402517  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:54896 -> 10.0.2.20:80
12/10/2021-14:26:42.054240  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:54966 -> 10.0.2.20:80
12/10/2021-14:26:48.876876  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55004 -> 10.0.2.20:80
12/10/2021-14:26:49.279003  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55008 -> 10.0.2.20:80
12/10/2021-14:26:49.279003  [**] [1:2012914:2] ET POLICY URL Contains pwd Parameter [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:55008 -> 10.0.2.20:80
12/10/2021-14:28:32.903415  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55550 -> 10.0.2.20:80
12/10/2021-14:27:02.134202  [**] [1:2003712:5] ET WEB_SPECIFIC_APPS TellTarget CMS Remote Inclusion surfer_aendern.php tt_docroot [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55076 -> 10.0.2.20:80
12/10/2021-14:27:31.855536  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55232 -> 10.0.2.20:80
12/10/2021-14:30:13.454779  [**] [1:2101620:7] GPL POLICY TRAFFIC Non-Standard IP protocol [**] [Classification: Detection of a non-standard protocol or event] [Priority: 2] {IPv6-ICMP} fe80:0000:0000:0000:5485:3fff:fe26:6a64:133 -> ff02:0000:0000:0000:0000:0000:0000:0002:0
12/10/2021-14:27:33.464601  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55240 -> 10.0.2.20:80
12/10/2021-14:27:14.986014  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55146 -> 10.0.2.20:80
12/10/2021-14:27:15.789428  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55150 -> 10.0.2.20:80
12/10/2021-14:28:50.979227  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55640 -> 10.0.2.20:80
12/10/2021-14:30:14.124052  [**] [1:2221002:1] SURICATA HTTP request field missing colon [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.0.20:56086 -> 10.0.2.20:80
12/10/2021-14:30:14.124052  [**] [1:2100937:13] GPL WEB_SERVER _vti_rpc access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:56086 -> 10.0.2.20:80
12/10/2021-14:30:14.124052  [**] [1:2101288:12] GPL WEB_SERVER /_vti_bin/ access [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:56086 -> 10.0.2.20:80
12/10/2021-14:30:24.559472  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:56138 -> 10.0.2.20:80
12/10/2021-14:27:38.687400  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:55268 -> 10.0.2.20:80
12/10/2021-14:27:29.439792  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:55218 -> 10.0.2.20:80
12/10/2021-14:27:32.256797  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55234 -> 10.0.2.20:80
12/10/2021-14:30:26.165207  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:56146 -> 10.0.2.20:80
12/10/2021-14:29:04.635824  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55716 -> 10.0.2.20:80
12/10/2021-14:27:32.662014  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55236 -> 10.0.2.20:80
12/10/2021-14:27:33.063195  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55238 -> 10.0.2.20:80
12/10/2021-14:27:39.090826  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:55270 -> 10.0.2.20:80
12/10/2021-14:29:11.057578  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55750 -> 10.0.2.20:80
12/10/2021-14:29:12.262342  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55756 -> 10.0.2.20:80
12/10/2021-14:30:32.592732  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:56178 -> 10.0.2.20:80
12/10/2021-14:29:13.466624  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55762 -> 10.0.2.20:80
12/10/2021-14:27:44.713693  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:55300 -> 10.0.2.20:80
12/10/2021-14:30:33.796622  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:56184 -> 10.0.2.20:80
12/10/2021-14:27:45.115208  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:55302 -> 10.0.2.20:80
12/10/2021-14:27:42.711426  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:55286
12/10/2021-14:27:42.914790  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:55286
12/10/2021-14:27:43.118084  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:55286
12/10/2021-14:27:43.321454  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:55286
12/10/2021-14:27:43.524803  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:55286
12/10/2021-14:29:24.718376  [**] [1:2010920:9] ET WEB_SERVER Exploit Suspected PHP Injection Attack (cmd=) [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55820 -> 10.0.2.20:80
12/10/2021-14:27:43.728088  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:55286
12/10/2021-14:27:43.934811  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:55286
12/10/2021-14:27:44.138106  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:55286
12/10/2021-14:27:44.312647  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:55298 -> 10.0.2.20:80
12/10/2021-14:27:44.341438  [**] [1:2221010:1] SURICATA HTTP unable to match response to request [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.2.20:80 -> 10.0.0.20:55286
12/10/2021-14:27:45.516313  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:55304 -> 10.0.2.20:80
12/10/2021-14:30:51.464539  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:56276 -> 10.0.2.20:80
12/10/2021-14:27:54.748633  [**] [1:2010920:9] ET WEB_SERVER Exploit Suspected PHP Injection Attack (cmd=) [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55350 -> 10.0.2.20:80
12/10/2021-14:30:53.074053  [**] [1:2014704:8] ET WEB_SPECIFIC_APPS PHP-CGI query string parameter vulnerability [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:56286 -> 10.0.2.20:80
12/10/2021-14:27:55.149736  [**] [1:2001218:11] ET WEB_SPECIFIC_APPS PHPNuke general XSS attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55352 -> 10.0.2.20:80
12/10/2021-14:27:55.149736  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55352 -> 10.0.2.20:80
12/10/2021-14:28:01.576215  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:55386 -> 10.0.2.20:80
12/10/2021-14:27:54.347481  [**] [1:2001218:11] ET WEB_SPECIFIC_APPS PHPNuke general XSS attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55348 -> 10.0.2.20:80
12/10/2021-14:27:54.347481  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55348 -> 10.0.2.20:80
12/10/2021-14:29:54.840968  [**] [1:2027262:4] ET INFO Dotted Quad Host ZIP Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:55986 -> 10.0.2.20:80
12/10/2021-14:28:13.222148  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55448 -> 10.0.2.20:80
12/10/2021-14:28:15.630359  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55460 -> 10.0.2.20:80
12/10/2021-14:27:56.758667  [**] [1:2001218:11] ET WEB_SPECIFIC_APPS PHPNuke general XSS attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55360 -> 10.0.2.20:80
12/10/2021-14:27:56.758667  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55360 -> 10.0.2.20:80
12/10/2021-14:31:13.167662  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:56390 -> 10.0.2.20:80
12/10/2021-14:28:31.296429  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55542 -> 10.0.2.20:80
12/10/2021-14:27:59.968372  [**] [1:2009001:4] ET POLICY Login Credentials Possibly Passed in URI [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:55378 -> 10.0.2.20:80
12/10/2021-14:27:59.968372  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55378 -> 10.0.2.20:80
12/10/2021-14:27:59.968372  [**] [1:2012911:2] ET POLICY URL Contains password Parameter [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:55378 -> 10.0.2.20:80
12/10/2021-14:28:33.708047  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.0.20:55554 -> 10.0.2.20:80
12/10/2021-14:28:00.773218  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55382 -> 10.0.2.20:80
12/10/2021-14:28:00.773218  [**] [1:2019526:5] ET WEB_SERVER WEB-PHP phpinfo access [**] [Classification: Information Leak] [Priority: 2] {TCP} 10.0.0.20:55382 -> 10.0.2.20:80
12/10/2021-14:28:35.315619  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55562 -> 10.0.2.20:80
12/10/2021-14:30:34.598977  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:56188 -> 10.0.2.20:80
12/10/2021-14:31:40.076945  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:56532 -> 10.0.2.20:80
12/10/2021-14:28:46.560607  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55618 -> 10.0.2.20:80
12/10/2021-14:28:47.362831  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55622 -> 10.0.2.20:80
12/10/2021-14:28:48.569290  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55628 -> 10.0.2.20:80
12/10/2021-14:28:08.798480  [**] [1:2003738:6] ET WEB_SPECIFIC_APPS Beacon Remote Inclusion Attempt -- splash.lang.php languagePath [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55422 -> 10.0.2.20:80
12/10/2021-14:28:49.774990  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55634 -> 10.0.2.20:80
12/10/2021-14:30:52.670366  [**] [1:2014704:8] ET WEB_SPECIFIC_APPS PHP-CGI query string parameter vulnerability [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:56284 -> 10.0.2.20:80
12/10/2021-14:28:10.004929  [**] [1:2001218:11] ET WEB_SPECIFIC_APPS PHPNuke general XSS attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55428 -> 10.0.2.20:80
12/10/2021-14:28:10.004929  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55428 -> 10.0.2.20:80
12/10/2021-14:28:10.408583  [**] [1:2001218:11] ET WEB_SPECIFIC_APPS PHPNuke general XSS attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55430 -> 10.0.2.20:80
12/10/2021-14:28:10.408583  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:55430 -> 10.0.2.20:80
12/10/2021-14:30:53.476455  [**] [1:2021005:3] ET WEB_SPECIFIC_APPS Vulnerable Magento Adminhtml Access [**] [Classification: Attempted Administrator Privilege Gain] [Priority: 1] {TCP} 10.0.0.20:56288 -> 10.0.2.20:80
12/10/2021-14:30:53.476455  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:56288 -> 10.0.2.20:80
12/10/2021-14:31:54.548575  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:56606 -> 10.0.2.20:80
12/10/2021-14:32:01.382882  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:56640 -> 10.0.2.20:80
12/10/2021-14:32:02.185022  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:56644 -> 10.0.2.20:80
12/10/2021-14:32:03.792088  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:56652 -> 10.0.2.20:80
12/10/2021-14:31:13.971476  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:56394 -> 10.0.2.20:80
12/10/2021-14:31:14.372563  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:56396 -> 10.0.2.20:80
