12/10/2021-13:08:45.561960  [**] [1:2101620:7] GPL POLICY TRAFFIC Non-Standard IP protocol [**] [Classification: Detection of a non-standard protocol or event] [Priority: 2] {IPv6-ICMP} fe80:0000:0000:0000:f8f9:36ff:fe3e:0404:133 -> ff02:0000:0000:0000:0000:0000:0000:0002:0
12/10/2021-13:14:34.228821  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37814 -> 10.0.2.20:80
12/10/2021-13:14:53.086935  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37912 -> 10.0.2.20:80
12/10/2021-13:14:36.234440  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37824 -> 10.0.2.20:80
12/10/2021-13:14:10.958791  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37694 -> 10.0.2.20:80
12/10/2021-13:14:54.692129  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37920 -> 10.0.2.20:80
12/10/2021-13:14:12.564255  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37702 -> 10.0.2.20:80
12/10/2021-13:14:13.245160  [**] [1:2101620:7] GPL POLICY TRAFFIC Non-Standard IP protocol [**] [Classification: Detection of a non-standard protocol or event] [Priority: 2] {IPv6-ICMP} fe80:0000:0000:0000:9c6f:8dff:feb9:5214:133 -> ff02:0000:0000:0000:0000:0000:0000:0002:0
12/10/2021-13:14:55.093226  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37922 -> 10.0.2.20:80
12/10/2021-13:15:13.151945  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38018 -> 10.0.2.20:80
12/10/2021-13:14:56.699211  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37930 -> 10.0.2.20:80
12/10/2021-13:14:13.768189  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37708 -> 10.0.2.20:80
12/10/2021-13:15:14.756706  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38026 -> 10.0.2.20:80
12/10/2021-13:15:16.360804  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38034 -> 10.0.2.20:80
12/10/2021-13:14:46.267757  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37878 -> 10.0.2.20:80
12/10/2021-13:15:05.526815  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37974 -> 10.0.2.20:80
12/10/2021-13:14:47.872026  [**] [1:2012913:2] ET POLICY URL Contains pass Parameter [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:37886 -> 10.0.2.20:80
12/10/2021-13:14:26.606140  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37772 -> 10.0.2.20:80
12/10/2021-13:15:05.927872  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:37976 -> 10.0.2.20:80
12/10/2021-13:14:29.414648  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37786 -> 10.0.2.20:80
12/10/2021-13:14:49.476504  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.0.20:37894 -> 10.0.2.20:80
12/10/2021-13:14:49.476504  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37894 -> 10.0.2.20:80
12/10/2021-13:15:14.355505  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38024 -> 10.0.2.20:80
12/10/2021-13:15:15.558766  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38030 -> 10.0.2.20:80
12/10/2021-13:14:32.624179  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37804 -> 10.0.2.20:80
12/10/2021-13:14:53.889664  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37916 -> 10.0.2.20:80
12/10/2021-13:14:33.426486  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37810 -> 10.0.2.20:80
12/10/2021-13:15:29.201181  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38100 -> 10.0.2.20:80
12/10/2021-13:14:57.100714  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37932 -> 10.0.2.20:80
12/10/2021-13:14:34.630194  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37816 -> 10.0.2.20:80
12/10/2021-13:15:30.404112  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38110 -> 10.0.2.20:80
12/10/2021-13:14:35.432148  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37820 -> 10.0.2.20:80
12/10/2021-13:15:32.008298  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38118 -> 10.0.2.20:80
12/10/2021-13:15:32.008298  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38118 -> 10.0.2.20:80
12/10/2021-13:15:05.125771  [**] [1:2006445:14] ET WEB_SERVER Possible SQL Injection Attempt SELECT FROM [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37972 -> 10.0.2.20:80
12/10/2021-13:15:05.125771  [**] [1:2006446:14] ET WEB_SERVER Possible SQL Injection Attempt UNION SELECT [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37972 -> 10.0.2.20:80
12/10/2021-13:15:05.125771  [**] [1:2006609:7] ET WEB_SPECIFIC_APPS iWare Professional SQL Injection Attempt -- index.php D SELECT [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37972 -> 10.0.2.20:80
12/10/2021-13:15:05.125771  [**] [1:2011040:3] ET WEB_SERVER Possible Usage of MYSQL Comments in URI for SQL Injection [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37972 -> 10.0.2.20:80
12/10/2021-13:15:05.125771  [**] [1:2011042:6] ET WEB_SERVER MYSQL SELECT CONCAT SQL Injection Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37972 -> 10.0.2.20:80
12/10/2021-13:15:44.844796  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38186 -> 10.0.2.20:80
12/10/2021-13:15:45.246337  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38188 -> 10.0.2.20:80
12/10/2021-13:15:07.131097  [**] [1:2006445:14] ET WEB_SERVER Possible SQL Injection Attempt SELECT FROM [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37982 -> 10.0.2.20:80
12/10/2021-13:15:07.131097  [**] [1:2006446:14] ET WEB_SERVER Possible SQL Injection Attempt UNION SELECT [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37982 -> 10.0.2.20:80
12/10/2021-13:15:07.131097  [**] [1:2006609:7] ET WEB_SPECIFIC_APPS iWare Professional SQL Injection Attempt -- index.php D SELECT [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37982 -> 10.0.2.20:80
12/10/2021-13:15:07.131097  [**] [1:2011040:3] ET WEB_SERVER Possible Usage of MYSQL Comments in URI for SQL Injection [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37982 -> 10.0.2.20:80
12/10/2021-13:15:07.131097  [**] [1:2011042:6] ET WEB_SERVER MYSQL SELECT CONCAT SQL Injection Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37982 -> 10.0.2.20:80
12/10/2021-13:14:50.278780  [**] [1:2260002:1] SURICATA Applayer Detect protocol only one direction [**] [Classification: Generic Protocol Command Decode] [Priority: 3] {TCP} 10.0.0.20:37898 -> 10.0.2.20:80
12/10/2021-13:14:50.278780  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:37898 -> 10.0.2.20:80
12/10/2021-13:14:54.291019  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37918 -> 10.0.2.20:80
12/10/2021-13:14:55.494279  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37924 -> 10.0.2.20:80
12/10/2021-13:15:50.460354  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38216 -> 10.0.2.20:80
12/10/2021-13:15:50.460354  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38216 -> 10.0.2.20:80
12/10/2021-13:15:50.861540  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38218 -> 10.0.2.20:80
12/10/2021-13:15:04.724698  [**] [1:2006445:14] ET WEB_SERVER Possible SQL Injection Attempt SELECT FROM [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37970 -> 10.0.2.20:80
12/10/2021-13:15:04.724698  [**] [1:2006446:14] ET WEB_SERVER Possible SQL Injection Attempt UNION SELECT [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37970 -> 10.0.2.20:80
12/10/2021-13:15:04.724698  [**] [1:2006609:7] ET WEB_SPECIFIC_APPS iWare Professional SQL Injection Attempt -- index.php D SELECT [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37970 -> 10.0.2.20:80
12/10/2021-13:15:04.724698  [**] [1:2011040:3] ET WEB_SERVER Possible Usage of MYSQL Comments in URI for SQL Injection [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37970 -> 10.0.2.20:80
12/10/2021-13:15:04.724698  [**] [1:2011042:6] ET WEB_SERVER MYSQL SELECT CONCAT SQL Injection Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:37970 -> 10.0.2.20:80
12/10/2021-13:15:51.663991  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38222 -> 10.0.2.20:80
12/10/2021-13:15:51.663991  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38222 -> 10.0.2.20:80
12/10/2021-13:15:13.552962  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:38020 -> 10.0.2.20:80
12/10/2021-13:15:13.552962  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38020 -> 10.0.2.20:80
12/10/2021-13:15:13.552962  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38020 -> 10.0.2.20:80
12/10/2021-13:15:51.262751  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38220 -> 10.0.2.20:80
12/10/2021-13:15:52.065409  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38224 -> 10.0.2.20:80
12/10/2021-13:15:52.065409  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38224 -> 10.0.2.20:80
12/10/2021-13:15:13.954212  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38022 -> 10.0.2.20:80
12/10/2021-13:15:13.954212  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38022 -> 10.0.2.20:80
12/10/2021-13:15:52.466512  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38226 -> 10.0.2.20:80
12/10/2021-13:15:15.157738  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38028 -> 10.0.2.20:80
12/10/2021-13:15:15.959814  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38032 -> 10.0.2.20:80
12/10/2021-13:15:10.342171  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38000 -> 10.0.2.20:80
12/10/2021-13:16:02.895305  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:38282 -> 10.0.2.20:80
12/10/2021-13:16:02.895305  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38282 -> 10.0.2.20:80
12/10/2021-13:15:12.750927  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38014 -> 10.0.2.20:80
12/10/2021-13:16:09.313462  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38314 -> 10.0.2.20:80
12/10/2021-13:15:29.602094  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38104 -> 10.0.2.20:80
12/10/2021-13:15:31.607231  [**] [1:2101403:12] GPL WEB_SERVER viewcode access [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38116 -> 10.0.2.20:80
12/10/2021-13:16:00.488835  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38270 -> 10.0.2.20:80
12/10/2021-13:16:20.546130  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38372 -> 10.0.2.20:80
12/10/2021-13:16:00.890153  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:38272 -> 10.0.2.20:80
12/10/2021-13:16:00.890153  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38272 -> 10.0.2.20:80
12/10/2021-13:15:28.800224  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38098 -> 10.0.2.20:80
12/10/2021-13:16:22.952078  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:38388 -> 10.0.2.20:80
12/10/2021-13:16:22.952078  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38388 -> 10.0.2.20:80
12/10/2021-13:16:02.093244  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38278 -> 10.0.2.20:80
12/10/2021-13:15:30.003076  [**] [1:2027250:4] ET INFO Dotted Quad Host DLL Request [**] [Classification: Potentially Bad Traffic] [Priority: 2] {TCP} 10.0.0.20:38106 -> 10.0.2.20:80
12/10/2021-13:16:28.570364  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38416 -> 10.0.2.20:80
12/10/2021-13:16:28.570364  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38416 -> 10.0.2.20:80
12/10/2021-13:15:30.805077  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38112 -> 10.0.2.20:80
12/10/2021-13:16:29.372462  [**] [1:2003595:6] ET POLICY exe download via HTTP - Informational [**] [Classification: Potential Corporate Privacy Violation] [Priority: 1] {TCP} 10.0.0.20:38420 -> 10.0.2.20:80
12/10/2021-13:16:29.372462  [**] [1:2009361:8] ET WEB_SERVER cmd.exe In URI - Possible Command Execution Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38420 -> 10.0.2.20:80
12/10/2021-13:16:29.372462  [**] [1:2009362:7] ET WEB_SERVER /system32/ in Uri - Possible Protected Directory Access Attempt [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38420 -> 10.0.2.20:80
12/10/2021-13:16:06.906242  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38302 -> 10.0.2.20:80
12/10/2021-13:15:49.257068  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38208 -> 10.0.2.20:80
12/10/2021-13:15:49.658112  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38212 -> 10.0.2.20:80
12/10/2021-13:16:11.319029  [**] [1:2009714:8] ET WEB_SERVER Script tag in URI Possible Cross Site Scripting Attempt [**] [Classification: Web Application Attack] [Priority: 1] {TCP} 10.0.0.20:38324 -> 10.0.2.20:80
12/10/2021-13:16:11.319029  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38324 -> 10.0.2.20:80
12/10/2021-13:16:38.201773  [**] [1:2013791:4] ET SCAN Apache mod_proxy Reverse Proxy Exposure 1 [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38466 -> 10.0.2.20:80
12/10/2021-13:15:44.443579  [**] [1:2003099:7] ET WEB_SERVER Poison Null Byte [**] [Classification: access to a potentially vulnerable web application] [Priority: 2] {TCP} 10.0.0.20:38184 -> 10.0.2.20:80
12/10/2021-13:15:44.443579  [**] [1:2101122:8] GPL WEB_SERVER /etc/passwd [**] [Classification: Attempted Information Leak] [Priority: 2] {TCP} 10.0.0.20:38184 -> 10.0.2.20:80
